Expediente,Mercado,FechaResolucion,Decision,Rubro,Efecto
CNT-037-2021,,2021-06-24,AUTORIZADA,CNT,HORIZONTAL
CNT-041-2021,,2021-06-24,AUTORIZADA,CNT,HORIZONTAL
CNT-043-2021,,2021-06-24,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-047-2021,,2021-06-24,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-053-2021,,2021-06-24,AUTORIZADA,CNT,HORIZONTAL
CNT-029-2021,,2021-06-17,AUTORIZADA,CNT,VERTICAL
CNT-046-2021,,2021-06-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-048-2021,,2021-06-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-057-2021,,2021-06-17,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-035-2021,,2021-10-06,AUTORIZADA,CNT,HORIZONTAL
CNT-039-2021,,2021-10-06,AUTORIZADA,CNT,HORIZONTAL
CNT-050-2021,,2021-10-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-032-2021,,2021-05-06,AUTORIZADA,CNT,HORIZONTAL
CNT-031-2021,,2021-03-06,AUTORIZADA,CNT,HORIZONTAL
CNT-033-2021,,2021-03-06,AUTORIZADA,CNT,HORIZONTAL
CNT-034-2021,,2021-03-06,AUTORIZADA,CNT,HORIZONTAL
CNT-040-2021,,2021-03-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-015-2021,,2021-05-27,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-026-2021,,2021-05-27,AUTORIZADA,CNT,HORIZONTAL
CNT-027-2021,,2021-05-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-036-2021,,2021-05-27,AUTORIZADA,CNT,HORIZONTAL
CNT-125-2020,,2021-05-27,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-022-2021,,2021-05-20,AUTORIZADA,CNT,HORIZONTAL
CNT-025-2021,,2021-05-20,AUTORIZADA,CNT,HORIZONTAL
CNT-126-2020,,2021-05-20,AUTORIZADA,CNT,HORIZONTAL
CNT-021-2021,,2021-05-13,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-023-2021,,2021-05-13,AUTORIZADA,CNT,VERTICAL
CNT-018-2021,,2021-06-05,AUTORIZADA,CNT,VERTICAL
CNT-016-2021,,2021-04-29,AUTORIZADA,CNT,HORIZONTAL
CNT-024-2021,,2021-04-29,AUTORIZADA,CNT,HORIZONTAL
CNT-013-2021,,2021-04-15,AUTORIZADA,CNT,HORIZONTAL
CNT-009-2021,,2021-03-04,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-006-2021,,2021-03-25,AUTORIZADA,CNT,HORIZONTAL
CNT-010-2021,,2021-03-25,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-012-2021,,2021-03-25,AUTORIZADA,CNT,HORIZONTAL
CNT-022-2020,,2021-03-25,CONDICIONADA,CNT,HORIZONTAL
CNT-011-2021,,2021-03-18,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-116-2020,,2021-03-18,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-127-2020,,2021-03-18,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-008-2021,,2021-11-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-014-2021,,2021-04-03,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-003-2021,,2021-02-25,AUTORIZADA,CNT,HORIZONTAL
CNT-004-2021,,2021-02-25,AUTORIZADA,CNT,HORIZONTAL
CNT-005-2021,,2021-02-25,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-007-2021,,2021-02-25,AUTORIZADA,CNT,HORIZONTAL
CNT-001-2021,,2021-02-18,AUTORIZADA,CNT,HORIZONTAL
CNT-112-2020,,2021-02-18,AUTORIZADA,CNT,HORIZONTAL
CNT-106-2020,,2021-04-02,AUTORIZADA,CNT,HORIZONTAL
CNT-117-2020,,2021-04-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-108-2020,,2021-01-28,AUTORIZADA,CNT,HORIZONTAL
CNT-115-2020,,2021-01-28,AUTORIZADA,CNT,HORIZONTAL
CNT-109-2020,,2021-01-21,AUTORIZADA,CNT,HORIZONTAL
CNT-114-2020,,2021-01-21,AUTORIZADA,CNT,HORIZONTAL
CNT-042-2020,,2021-01-14,NO AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-091-2020,,2021-01-14,AUTORIZADA,CNT,HORIZONTAL
CNT-110-2020,,2021-01-14,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-081-2020,,2021-07-01,AUTORIZADA,CNT,HORIZONTAL
CNT-079-2020,,2020-12-17,AUTORIZADA,CNT,HORIZONTAL
CNT-087-2020,,2020-12-17,AUTORIZADA,CNT,HORIZONTAL
CNT-095-2020,,2020-12-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-105-2020,,2020-12-17,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-121-2020,,2020-12-17,AUTORIZADA,CNT,HORIZONTAL
CNT-122-2020,,2020-12-17,AUTORIZADA,CNT,HORIZONTAL
CNT-099-2020,,2020-10-12,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-103-2020,,2020-03-12,AUTORIZADA,CNT,VERTICAL
CNT-118-2020,,2020-11-30,AUTORIZADA,CNT,HORIZONTAL
CNT-038-2020,,2020-11-26,AUTORIZADA,CNT,HORIZONTAL
CNT-094-2020,,2020-11-26,AUTORIZADA,CNT,HORIZONTAL
CNT-100-2020,,2020-11-26,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-101-2020,,2020-11-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-113-2020,,2020-11-25,AUTORIZADA,CNT,HORIZONTAL
CNT-031-2020,,2020-12-11,AUTORIZADA,CNT,HORIZONTAL
CNT-102-2020,,2020-12-11,AUTORIZADA,CNT,HORIZONTAL
CNT-104-2020,,2020-12-11,AUTORIZADA,CNT,HORIZONTAL
CNT-107-2020,,2020-12-11,AUTORIZADA,CNT,HORIZONTAL
CNT-067-2020,,2020-05-11,AUTORIZADA,CNT,HORIZONTAL
CNT-092-2020,,2020-05-11,AUTORIZADA,CNT,VERTICAL
CNT-093-2020,,2020-05-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-097-2020,,2020-05-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-053-2020,,2020-10-29,AUTORIZADA,CNT,HORIZONTAL
CNT-072-2020,,2020-10-29,AUTORIZADA,CNT,HORIZONTAL
CNT-044-2020,,2020-10-22,AUTORIZADA,CNT,HORIZONTAL
CNT-098-2020,,2020-10-22,AUTORIZADA,CNT,HORIZONTAL
CNT-083-2020,,2020-10-15,AUTORIZADA,CNT,HORIZONTAL
CNT-088-2020,,2020-10-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-065-2020,,2020-09-10,AUTORIZADA,CNT,HORIZONTAL
CNT-084-2020,,2020-08-10,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-066-2020,,2020-01-10,AUTORIZADA,CNT,HORIZONTAL
CNT-061-2020,,2020-09-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-075-2020,,2020-09-24,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-076-2020,,2020-09-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-057-2020,,2020-09-17,AUTORIZADA,CNT,HORIZONTAL
CNT-023-2020,,2020-10-09,AUTORIZADA,CNT,HORIZONTAL
CNT-037-2020,,2020-10-09,AUTORIZADA,CNT,HORIZONTAL
CNT-080-2020,,2020-10-09,AUTORIZADA,CNT,VERTICAL
CNT-150-2019,,2020-10-09,AUTORIZADA,CNT,HORIZONTAL
CNT-068-2020,,2020-03-09,AUTORIZADA,CNT,HORIZONTAL
CNT-069-2020,,2020-03-09,AUTORIZADA,CNT,HORIZONTAL
CNT-078-2020,,2020-03-09,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-058-2020,,2020-08-27,AUTORIZADA,CNT,VERTICAL
CNT-071-2020,,2020-08-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-073-2020,,2020-08-20,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-074-2020,,2020-08-20,AUTORIZADA,CNT,HORIZONTAL
CNT-118-2019,,2020-08-20,AUTORIZADA,CNT,HORIZONTAL
CNT-045-2020,,2020-07-23,AUTORIZADA,CNT,HORIZONTAL
CNT-035-2020,,2020-07-22,AUTORIZADA,CNT,VERTICAL
CNT-063-2020,,2020-07-22,AUTORIZADA,CNT,HORIZONTAL
CNT-064-2020,,2020-07-22,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-077-2020,,2020-07-22,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-039-2020,,2020-09-07,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-051-2020,,2020-09-07,AUTORIZADA,CNT,VERTICAL
CNT-055-2020,,2020-02-07,AUTORIZADA,CNT,HORIZONTAL
CNT-056-2020,,2020-02-07,AUTORIZADA,CNT,HORIZONTAL
CNT-059-2020,,2020-02-07,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-050-2020,,2020-06-25,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-060-2020,,2020-06-25,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-151-2019,,2020-06-25,AUTORIZADA,CNT,HORIZONTAL
CNT-002-2020,,2020-06-18,CONDICIONADA,CNT,DIVERSIFICACION PURA
CNT-054-2020,,2020-06-18,AUTORIZADA,CNT,HORIZONTAL
CNT-003-2020,,2020-04-06,AUTORIZADA,CNT,HORIZONTAL
CNT-043-2020,,2020-04-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-046-2020,,2020-04-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-049-2020,,2020-04-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-127-2019,,2020-05-28,AUTORIZADA,CNT,HORIZONTAL
CNT-027-2020,,2020-05-21,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-041-2020,,2020-05-21,AUTORIZADA,CNT,HORIZONTAL
CNT-036-2020,,2020-05-14,AUTORIZADA,CNT,HORIZONTAL
CNT-047-2020,,2020-05-14,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-048-2020,,2020-05-14,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-021-2020,,2020-04-30,AUTORIZADA,CNT,HORIZONTAL
CNT-026-2020,,2020-04-30,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-115-2019,,2020-04-30,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-020-2020,,2020-04-23,AUTORIZADA,CNT,HORIZONTAL
CNT-025-2020,,2020-04-23,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-032-2020,,2020-04-23,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-034-2020,,2020-04-23,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-153-2019,,2020-04-23,AUTORIZADA,CNT,HORIZONTAL
CNT-007-2020,,2020-04-16,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-014-2020,,2020-04-16,AUTORIZADA,CNT,HORIZONTAL
CNT-028-2020,,2020-04-16,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-029-2020,,2020-04-16,AUTORIZADA,CNT,HORIZONTAL
CNT-090-2019,,2020-04-16,AUTORIZADA,CNT,VERTICAL
CNT-009-2020,,2020-02-04,AUTORIZADA,CNT,VERTICAL
CNT-010-2020,,2020-02-04,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-018-2020,,2020-02-04,AUTORIZADA,CNT,HORIZONTAL
CNT-030-2020,,2020-02-04,AUTORIZADA,CNT,HORIZONTAL
CNT-016-2020,,2020-03-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-134-2019,,2020-03-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-005-2020,,2020-03-19,AUTORIZADA,CNT,VERTICAL
CNT-006-2020,,2020-03-19,AUTORIZADA,CNT,HORIZONTAL
CNT-129-2019,,2020-03-19,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-001-2020,,2020-12-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-015-2020,,2020-12-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-092-2017,,2020-12-03,NO AUTORIZADA,CNT,HORIZONTAL
CNT-120-2019,,2020-12-03,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-085-2020,,2020-09-03,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-012-2020,,2020-05-03,AUTORIZADA,CNT,HORIZONTAL
CNT-148-2019,,2020-05-03,AUTORIZADA,CNT,HORIZONTAL
CNT-008-2020,,2020-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-011-2020,,2020-02-27,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-017-2020,,2020-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-131-2019,,2020-02-27,CNT-131-2019,CNT,HORIZONTAL
CNT-133-2019,,2020-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-140-2019,,2020-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-144-2019,,2020-02-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-152-2019,,2020-02-27,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-004-2020,,2020-02-20,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-064-2019,,2020-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-137-2019,,2020-12-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-138-2019,,2020-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-145-2019,,2020-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-136-2019,,2020-06-02,AUTORIZADA,CNT,HORIZONTAL
CNT-141-2019,,2020-06-02,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-142-2019,,2020-06-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-143-2019,,2020-06-02,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-149-2019,,2020-06-02,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-125-2019,,2020-01-28,AUTORIZADA,CNT,HORIZONTAL
CNT-109-2019,,2020-01-23,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-135-2019,,2020-01-23,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-146-2019,,2020-01-23,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-130-2019,,2020-01-16,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-132-2019,,2020-01-16,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-047-2019,,2020-09-01,AUTORIZADA,CNT,HORIZONTAL
CNT-089-2019,,2020-09-01,AUTORIZADA,CNT,HORIZONTAL
CNT-128-2019,,2020-09-01,AUTORIZADA,CNT,HORIZONTAL
ONCP-007-2025,,2025-12-06,FAVORABLE,ONCP,
OCCP-003-2025,,2025-06-06,FAVORABLE,OCCP,
LI-003-2025,,2025-05-23,COMENTARIOS Y/O RECOMENDACIÓN,LI,
ONCP-005-2025,,2025-05-22,FAVORABLE,ONCP,
ONCP-006-2025,,2025-05-22,FAVORABLE,ONCP,
ONCP-002-2025,,2025-04-30,FAVORABLE,ONCP,
ONCP-003-2025,,2025-04-30,FAVORABLE,ONCP,
LI-009(08)-2024,,2025-04-23,FAVORABLE,LI,
LI-009(02)-2024,,2025-04-22,FAVORABLE,LI,
LI-009(03)-2024,,2025-04-22,FAVORABLE,LI,
LI-009(04)-2024,,2025-04-22,FAVORABLE,LI,
LI-009(06)-2024,,2025-04-22,FAVORABLE,LI,
LI-009(07)-2024,,2025-04-22,FAVORABLE,LI,
ONCP-001-2025,,2025-02-27,FAVORABLE,ONCP,
ONCP-019-2024,,2025-02-20,FAVORABLE,ONCP,
LI-018-2024,,2025-06-02,COMENTARIOS Y/O RECOMENDACIÓN,LI,
OCCP-014-2024,,2025-01-31,FAVORABLE,OCCP,
LI-017-2024,,2025-01-17,COMENTARIOS Y/O RECOMENDACIÓN,LI,
OCCP-013-2024,,2024-12-19,FAVORABLE,OCCP,
LI-014-2024,,2024-02-12,COMENTARIOS Y/O RECOMENDACIÓN,LI,
OCCP-010-2024,,2024-11-10,FAVORABLE,OCCP,
ONCP-015-2024,,2024-11-10,FAVORABLE,ONCP,
ONCP-016-2024,,2024-11-10,FAVORABLE,ONCP,
OCCP-007-2024,,2024-03-10,FAVORABLE,OCCP,
LI-010-2024,,2024-09-27,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-011-2024,,2024-09-27,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-012-2024,,2024-09-27,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-013-2024,,2024-09-27,COMENTARIOS Y/O RECOMENDACIÓN,LI,
ONCP-011-2024,,2024-09-23,FAVORABLE,ONCP,
ONCP-012-2024,,2024-09-23,FAVORABLE,ONCP,
LI-008-2024,,2024-09-17,COMENTARIOS Y/O RECOMENDACIÓN,LI,
ONCP-006-2024,,2024-09-17,FAVORABLE,ONCP,
OCCP-008-2024,,2024-08-29,FAVORABLE,OCCP,
LI-009-2024,,2024-08-26,COMENTARIOS Y/O RECOMENDACIÓN,LI,
OCCP-006-2024,,2024-08-22,FAVORABLE,OCCP,
ONCP-007-2024,,2024-08-08,FAVORABLE,ONCP,
LI-006-2024,,2024-11-07,FAVORABLE,LI,
LI-007-2024,,2024-11-07,FAVORABLE,LI,
ONCP-002-2024,,2024-06-21,FAVORABLE,ONCP,
ONCP-005-2024,,2024-06-21,FAVORABLE,ONCP,
OCCP-002-2024,,2024-05-31,NO FAVORABLE,OCCP,
LI-005-2024,,2024-05-20,FAVORABLE,LI,
OCCP-003-2024,,2024-05-20,FAVORABLE,OCCP,
ONCP-001-2024,,2024-02-05,FAVORABLE,ONCP,
ONCP-020-2023,,2024-04-15,FAVORABLE,ONCP,
LI-001-2024,,2024-03-14,FAVORABLE,LI,
LI-002-2024,,2024-03-14,FAVORABLE,LI,
LI-003-2024,,2024-03-14,FAVORABLE,LI,
LI-004-2024,,2024-03-14,FAVORABLE,LI,
LI-004-2023,,2024-07-03,COMENTARIOS Y/O RECOMENDACIÓN,LI,
ONCP-019-2023,,2024-01-25,FAVORABLE,ONCP,
ONCP-014-2023,,2024-01-18,FAVORABLE,ONCP,
ONCP-016-2023,,2024-01-18,FAVORABLE,ONCP,
ONCP-017-2023,,2024-01-18,FAVORABLE,ONCP,
LI-003(01)-2023,,2023-10-19,FAVORABLE,LI,
LI-003(02)-2023,,2023-10-19,FAVORABLE,LI,
OCCP-005-2023,,2023-08-31,FAVORABLE,OCCP,
ONCP-008-2023,,2023-08-24,FAVORABLE,ONCP,
ONCP-007-2023,,2023-06-07,FAVORABLE,ONCP,
OCCP-004-2023,,2023-06-22,FAVORABLE,OCCP,
ONCP-004-2023,,2023-06-22,FAVORABLE,ONCP,
OCCP-003-2023,,2023-01-06,FAVORABLE,OCCP,
ONCP-001-2023,,2023-05-19,FAVORABLE,ONCP,
OCCP-002-2023,,2023-04-27,FAVORABLE,OCCP,
LI-003-2023,,2023-04-20,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-002-2023,,2023-04-18,FAVORABLE,LI,
ONCP-002-2023,,2023-03-23,FAVORABLE,ONCP,
LI-001-2023,,2023-03-16,COMENTARIOS Y/O RECOMENDACIÓN,LI,
OCCP-001-2023,,2023-10-03,FAVORABLE,OCCP,
ONCP-013-2022,,2023-09-03,FAVORABLE,ONCP,
LI-001(01)-2022,,2023-01-31,FAVORABLE,LI,
LI-001(02)-2022,,2023-01-31,FAVORABLE,LI,
LI-001(03)-2022,,2023-01-31,FAVORABLE,LI,
LI-001(04)-2022,,2023-01-31,FAVORABLE,LI,
ONCP-010-2022,,2023-12-01,FAVORABLE,ONCP,
ONCP-011-2022,,2022-08-12,FAVORABLE,ONCP,
ONCP-012-2022,,2022-08-12,FAVORABLE,ONCP,
LI-002(01)-2022,,2022-11-24,FAVORABLE,LI,
LI-002(02)-2022,,2022-11-24,FAVORABLE,LI,
LI-002(03)-2022,,2022-11-24,FAVORABLE,LI,
ONCP-006-2022,,2022-11-24,FAVORABLE,ONCP,
OCCP-005-2022,,2022-11-17,FAVORABLE,OCCP,
LI-004(02)-2021,,2022-03-11,FAVORABLE,LI,
OCCP-004-2022,,2022-10-20,FAVORABLE,OCCP,
ONCP-007-2022,,2022-10-13,FAVORABLE,ONCP,
LI-003-2022,,2022-09-22,COMENTARIOS Y/O RECOMENDACIÓN,LI,
ONCP-004-2022,,2022-08-25,FAVORABLE,ONCP,
OCCP-003-2022,,2022-11-08,FAVORABLE,OCCP,
ONCP-003-2022,,2022-06-30,FAVORABLE,ONCP,
LI-002-2022,,2022-09-06,FAVORABLE,LI,
OCCP-002-2022,,2022-09-06,FAVORABLE,OCCP,
LI-001-2022,,2022-05-19,NO APLICA,LI,
ONCP-001-2022,,2022-12-05,FAVORABLE,ONCP,
ONCP-002-2022,,2022-12-05,FAVORABLE,ONCP,
LI-004-2021,,2022-03-03,COMENTARIOS Y/O RECOMENDACIÓN,LI,
OCCP-001-2022,,2022-03-02,FAVORABLE,OCCP,
OCCP-005-2021,,2022-01-20,FAVORABLE,OCCP,
LI-002-2021,,2021-08-12,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-003-2021,,2021-02-12,COMENTARIOS Y/O RECOMENDACIÓN,LI,
OCCP-004-2021,,2021-11-18,FAVORABLE,OCCP,
ONCP-018-2021,,2021-11-18,FAVORABLE,ONCP,
ONCP-020-2021,,2021-10-21,FAVORABLE,ONCP,
ONCP-014-2021,,2021-07-10,FAVORABLE,ONCP,
ONCP-015-2021,,2021-08-19,FAVORABLE,ONCP,
LI-001-2021,,2021-04-29,FAVORABLE,LI,
ONCP-002-2021,,2021-08-04,FAVORABLE,ONCP,
OCCP-001-2021,,2021-03-25,FAVORABLE,OCCP,
ONCP-001-2021,,2021-11-03,FAVORABLE,ONCP,
LI-004(01)-2020,,2021-02-25,FAVORABLE,LI,
LI-005(01)-2020,,2021-02-25,FAVORABLE,LI,
LI-005(02)-2020,,2021-02-25,FAVORABLE,LI,
LI-007-2020,,2021-04-02,FAVORABLE,LI,
ONCP-017-2020,,2021-04-02,FAVORABLE,ONCP,
LI-008(01)-2019,,2021-01-28,NO FAVORABLE,LI,
LI-008(03)-2019,,2021-01-28,FAVORABLE,LI,
ONCP-014-2020,,2020-12-17,FAVORABLE,ONCP,
ONCP-010-2020,,2020-11-26,FAVORABLE,ONCP,
ONCP-013-2020,,2020-11-26,FAVORABLE,ONCP,
ONCP-012-2020,,2020-05-11,FAVORABLE,ONCP,
LI-002(01)-2020,,2020-10-29,FAVORABLE,LI,
LI-004-2020,,2020-09-17,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-005-2020,,2020-09-17,FAVORABLE,LI,
ONCP-005-2020,,2020-08-20,FAVORABLE,ONCP,
OCCP-002-2020,,2020-08-13,FAVORABLE,OCCP,
ONCP-009-2020,,2020-08-13,FAVORABLE,ONCP,
LI-007(01)-2019,,2020-07-22,FAVORABLE,LI,
LI-007(02)-2019,,2020-07-22,FAVORABLE,LI,
LI-007(03)-2019,,2020-07-22,FAVORABLE,LI,
LI-007(04)-2019,,2020-07-22,FAVORABLE,LI,
OCCP-001-2020,,2020-06-25,FAVORABLE,OCCP,
LI-003-2020,,2020-04-06,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-006(01)-2019,,2020-05-28,FAVORABLE,LI,
ONCP-004-2020,,2020-05-28,FAVORABLE,ONCP,
ONCP-003-2020,,2020-05-21,FAVORABLE,ONCP,
ONCP-002-2020,,2020-07-05,FAVORABLE,ONCP,
LI-002-2020,,2020-04-23,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-005(01)-2019,,2020-04-16,FAVORABLE,LI,
LI-004(01)-2019,,2020-03-26,FAVORABLE,LI,
LI-001-2020,,2020-03-19,COMENTARIOS Y/O RECOMENDACIÓN,LI,
ONCP-001-2020,,2020-03-19,FAVORABLE,ONCP,
ONCP-018-2019,,2020-05-03,FAVORABLE,ONCP,
LI-008-2019,,2020-02-20,COMENTARIOS Y/O RECOMENDACIÓN,LI,
DC-001-2022,,2024-01-25,DETERMINACIÓN DE BARRERAS A LA COMPETENC,DC,
DC-001-2021,,2022-03-10,DETERMINACIÓN DE BARRERAS A LA COMPETENC,DC,
OPN-001-2024,,2024-04-25,,OPN,
OPN-003-2023,,2024-02-22,,OPN,
OPN-002-2023,,2023-11-23,,OPN,
OPN-001-2023,,2023-03-24,,OPN,
OPN-008-2022,,2022-12-12,,OPN,
OPN-009-2022,,2022-11-11,,OPN,
OPN-010-2022,,2022-10-14,,OPN,
OPN-006-2022,,2022-07-14,,OPN,
OPN-005-2022,,2022-06-27,,OPN,
OPN-002-2022,,2022-03-03,,OPN,
OPN-001-2022,,2022-02-24,,OPN,
OPN-004-2019,,2022-01-14,,OPN,
OPN-004-2021,,2021-09-09,,OPN,
OPN-002-2021,,2021-08-04,,OPN,
OPN-001-2021,,2021-12-02,,OPN,
OPN-011-2020,,2020-12-17,,OPN,
OPN-010-2020,,2020-05-11,,OPN,
OPN-007-2020,,2020-02-07,,OPN,
OPN-005-2020,,2020-06-25,,OPN,
OPN-006-2020,,2020-06-05,,OPN,
OPN-003-2020,,2020-02-27,,OPN,
OPN-001-2020,,2020-01-22,,OPN,
VCN-005-2024,OTORGAMIENTO DE MICROCRÉDITOS A SEGMENTOS SUBATENDIDOS POR LA BANCA TRADICIONAL,2025-08-01,NO SE ACREDITÓ INCUMPLIMIENTO,VCN,
VCN-005-2023,MERCADOS DE LA PRESTACIÓN DE SERVICIOS HOTELEROS UBICADOS EN EL ESTADO DE QUINTANA ROO,2024-06-12,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-004-2024,MERCADO INMOBILIARIO DE PROPIEDADES INDUSTRIALES.,2024-11-28,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
